id_mahasiswa;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status;skor_kartu;peringkat;asal_data;profil
MHS2366;1;18;1;9773;1;1;125.0;1;1;1;4;7;121.5;1;0;0;1;1;0;19;0;0;6;6;6;13.833333333333334;0;0;6;6;6;14.5;0;8.9;1.4;3.51;Graduate;690;B;data latih;Tidak dipanggil
MHS2367;1;1;1;171;1;1;131.0;1;1;1;7;4;127.2;1;0;1;1;1;0;23;0;13;17;19;13;12.153846153846152;0;10;17;28;11;11.909090909090908;1;11.1;0.6;2.02;Enrolled;641;C;mahasiswa aktif;Tidak dipanggil
MHS2368;1;17;1;9130;1;1;131.0;1;12;12;2;8;128.2;1;0;0;1;1;0;18;0;0;6;7;6;14.0;0;0;6;8;6;13.666666666666666;0;12.4;0.5;1.79;Graduate;678;B;data latih;Tidak dipanggil
MHS2369;1;1;1;9773;1;1;140.0;1;3;2;4;6;133.4;1;0;0;0;1;0;29;0;0;6;8;6;16.5;0;0;6;6;5;13.8;0;11.1;0.6;2.02;Enrolled;572;D;mahasiswa aktif;Terhalang biaya
MHS2370;1;39;1;9130;1;1;133.1;1;1;19;4;5;120.0;1;0;0;1;1;0;29;0;0;5;11;1;18.0;2;0;5;10;3;13.333333333333334;2;10.8;1.4;1.74;Dropout;577;D;data latih;Berjuang secara akademik
MHS2371;1;44;1;9003;1;1;140.0;1;1;1;4;5;140.0;0;0;0;1;1;0;20;0;0;6;11;6;11.285714285714286;0;0;6;12;5;11.77777777777778;0;16.2;0.3;-0.92;Enrolled;597;D;mahasiswa aktif;Berjuang secara akademik
MHS2372;1;1;5;171;1;1;139.0;1;19;3;9;2;136.9;1;0;0;1;1;1;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Graduate;589;D;data uji;Menghilang dari kelas
MHS2373;1;17;3;171;1;1;125.0;1;3;39;2;5;117.0;1;1;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Enrolled;542;E;mahasiswa aktif;Menghilang dari kelas
MHS2374;1;1;2;9670;1;1;117.0;1;3;1;3;5;110.7;1;0;0;1;1;0;20;0;0;6;10;5;14.0;0;0;6;10;6;12.0;0;11.1;0.6;2.02;Enrolled;668;B;mahasiswa aktif;Tidak dipanggil
MHS2375;1;39;1;9130;1;1;150.0;1;19;19;9;5;160.0;1;0;0;1;1;0;24;0;0;5;13;4;13.75;1;0;5;9;3;12.0;0;9.4;-0.8;-3.12;Enrolled;592;D;mahasiswa aktif;Berjuang secara akademik
MHS2376;1;1;1;9670;1;1;95.0;1;37;37;5;8;95.0;0;0;0;0;1;0;21;0;0;6;9;4;13.25;0;0;6;6;5;11.0;0;12.7;3.7;-1.7;Dropout;525;E;data latih;Terhalang biaya
MHS2377;1;39;1;9147;1;1;150.0;1;37;1;7;3;148.8;0;0;0;1;1;1;25;0;0;5;7;4;14.25;0;0;5;7;4;14.75;0;12.7;3.7;-1.7;Graduate;637;C;data latih;Tidak dipanggil
MHS2378;1;39;1;9147;1;1;120.0;1;37;37;9;9;110.0;0;0;0;0;1;0;32;0;0;5;9;0;0.0;1;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout;447;E;data latih;Terhalang biaya
MHS2379;1;43;1;9991;0;1;136.0;1;3;4;2;2;133.9;0;0;0;0;1;0;26;0;8;12;12;8;11.25;0;3;8;8;3;11.333333333333334;0;7.6;2.6;0.32;Dropout;503;E;data latih;Terhalang biaya
MHS2380;1;1;1;9130;1;1;133.0;1;2;37;9;7;125.7;1;0;0;1;1;1;18;0;0;6;7;6;13.5;0;0;6;8;6;12.5;0;12.4;0.5;1.79;Graduate;707;A;data latih;Tidak dipanggil
MHS2381;1;17;1;9254;1;1;125.0;1;1;19;4;7;116.6;0;0;0;1;1;1;19;0;0;6;8;5;12.666666666666666;0;0;6;10;6;12.857142857142858;0;16.2;0.3;-0.92;Graduate;692;B;data latih;Tidak dipanggil
MHS2382;1;1;3;9070;1;1;127.0;1;19;38;5;7;141.0;1;0;0;1;1;1;19;0;0;6;6;6;15.166666666666666;0;0;6;6;6;12.333333333333334;0;12.4;0.5;1.79;Graduate;720;A;data latih;Tidak dipanggil
MHS2383;1;7;1;9119;1;40;130.0;1;1;1;4;4;130.0;0;0;0;1;1;0;27;0;4;6;6;6;13.166666666666666;0;2;5;7;5;15.142857142857142;0;11.1;0.6;2.02;Dropout;605;C;data latih;Tidak dipanggil
MHS2384;1;53;1;9003;1;1;130.0;1;19;1;9;9;130.0;0;0;1;1;1;0;21;0;7;12;20;10;11.8;0;5;12;15;9;11.444444444444445;0;8.9;1.4;3.51;Enrolled;605;C;mahasiswa aktif;Tidak dipanggil
MHS2385;1;17;1;9119;1;1;127.0;1;19;1;4;5;115.8;0;0;0;1;1;0;20;0;0;5;10;4;11.5;0;0;5;11;0;0.0;0;13.9;-0.3;0.79;Enrolled;567;D;mahasiswa aktif;Berjuang secara akademik
MHS2386;1;44;1;9070;1;39;140.0;1;19;38;4;0;140.0;1;0;0;1;1;0;21;0;0;6;6;6;14.5;0;0;6;8;6;11.333333333333334;0;12.4;0.5;1.79;Graduate;654;C;data latih;Tidak dipanggil
MHS2387;1;1;5;9773;1;1;125.0;1;37;3;5;2;126.1;1;0;0;1;1;0;22;0;0;6;10;5;13.4;0;0;6;12;3;10.666666666666666;0;9.4;-0.8;-3.12;Enrolled;596;D;mahasiswa aktif;Berjuang secara akademik
MHS2388;1;1;1;171;1;1;135.0;1;1;38;5;7;137.5;1;0;1;0;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Graduate;457;E;data latih;Menghilang dari kelas
MHS2389;1;17;4;9147;1;1;132.0;1;38;19;5;5;120.8;1;0;0;1;1;1;18;0;0;5;8;4;10.8;0;0;5;10;2;12.5;0;11.1;0.6;2.02;Dropout;643;C;data latih;Tidak dipanggil
MHS2390;1;39;2;9238;1;1;110.0;1;19;1;5;5;136.5;0;0;0;1;1;0;28;0;0;5;6;0;0.0;0;0;5;5;0;0.0;0;13.9;-0.3;0.79;Dropout;537;E;data latih;Menghilang dari kelas
MHS2391;2;39;1;9003;1;1;130.0;1;1;37;9;1;122.0;0;0;1;0;1;0;25;0;3;10;23;6;11.428571428571429;0;2;7;15;4;12.0;1;15.5;2.8;-4.06;Dropout;498;E;data uji;Terhalang biaya
MHS2392;1;43;1;9003;1;1;130.0;1;37;1;5;4;130.0;0;0;0;1;1;0;25;0;8;14;24;8;12.5;2;6;13;23;10;11.6;0;15.5;2.8;-4.06;Dropout;625;C;data latih;Tidak dipanggil
MHS2393;1;1;1;9147;1;1;135.0;1;38;19;9;5;126.3;0;0;0;1;1;0;18;0;0;5;11;2;13.5;0;0;5;11;3;12.333333333333334;0;8.9;1.4;3.51;Enrolled;631;C;mahasiswa aktif;Tidak dipanggil
MHS2394;1;1;1;9254;1;1;133.1;1;4;19;4;5;98.0;0;0;0;1;1;0;26;0;0;6;6;0;0.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout;550;D;data latih;Berjuang secara akademik
MHS2395;1;17;3;9147;1;1;135.0;1;37;37;6;5;121.0;1;0;0;1;1;1;18;0;0;5;8;5;12.75;0;0;5;7;5;11.5;0;13.9;-0.3;0.79;Graduate;623;C;data latih;Tidak dipanggil
MHS2396;1;43;1;9773;1;1;128.0;1;19;38;9;7;124.2;1;0;0;1;1;0;22;0;0;6;17;3;11.333333333333334;3;0;6;14;3;12.333333333333334;0;15.5;2.8;-4.06;Enrolled;600;C;mahasiswa aktif;Tidak dipanggil
MHS2397;1;39;1;9003;1;1;140.0;1;1;3;4;5;130.0;0;0;0;1;1;0;25;0;0;6;8;0;0.0;0;0;6;10;0;0.0;0;16.2;0.3;-0.92;Dropout;525;E;data latih;Berjuang secara akademik
MHS2398;1;1;2;9773;1;1;135.0;1;3;1;4;4;136.1;1;0;0;1;1;0;19;0;0;6;9;5;11.4;0;0;6;13;5;12.4;0;8.9;1.4;3.51;Enrolled;624;C;mahasiswa aktif;Tidak dipanggil
MHS2399;1;17;2;9773;1;1;131.0;1;3;19;2;3;132.8;1;0;0;1;1;0;19;0;0;6;7;6;14.428571428571429;0;0;6;7;6;14.571428571428571;0;13.9;-0.3;0.79;Graduate;692;B;data uji;Tidak dipanggil
MHS2400;1;17;1;9500;1;1;131.0;1;1;1;5;5;126.3;0;0;0;1;1;0;19;0;0;7;9;7;12.492857142857144;0;0;8;10;8;11.7125;0;16.2;0.3;-0.92;Graduate;655;C;data latih;Tidak dipanggil
MHS2401;4;39;1;8014;0;19;100.0;1;1;37;9;1;111.5;0;0;0;1;1;0;45;0;2;8;10;4;11.5;0;2;8;13;4;11.0;0;10.8;1.4;1.74;Dropout;562;D;data latih;Berjuang secara akademik
MHS2402;2;39;1;9991;0;1;140.0;1;37;37;9;9;118.2;0;0;0;1;1;0;52;0;0;5;7;5;11.2;0;0;5;6;5;12.8;1;7.6;2.6;0.32;Graduate;580;D;data latih;Berjuang secara akademik
MHS2403;1;1;1;9147;1;1;124.0;1;19;19;9;3;115.6;1;0;0;0;1;0;20;0;0;5;9;3;12.0;1;0;5;7;3;11.0;0;9.4;-0.8;-3.12;Dropout;513;E;data latih;Terhalang biaya
MHS2404;1;1;1;9500;1;1;130.0;1;38;37;5;10;117.8;1;0;0;1;1;0;19;0;0;8;8;7;15.885714285714286;0;0;8;8;7;15.885714285714286;0;10.8;1.4;1.74;Graduate;704;A;data latih;Tidak dipanggil
MHS2405;1;1;1;9500;1;1;142.0;1;1;38;9;9;127.0;0;0;1;0;1;0;21;0;0;7;12;4;12.94;0;0;7;12;4;11.58;0;12.4;0.5;1.79;Dropout;509;E;data latih;Terhalang biaya
MHS2406;2;39;1;8014;0;1;150.0;1;37;37;9;9;140.0;0;0;0;0;1;0;35;0;0;6;6;6;14.0;0;0;6;6;6;14.166666666666666;0;9.4;-0.8;-3.12;Graduate;587;D;data latih;Terhalang biaya
MHS2407;2;39;1;171;1;12;110.0;1;37;37;7;7;106.0;1;0;0;1;1;0;36;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate;525;E;data uji;Menghilang dari kelas
MHS2408;4;39;1;9500;1;19;110.0;1;37;38;5;5;151.0;0;0;1;0;1;0;47;0;0;7;7;0;0.0;7;0;8;8;0;0.0;8;15.5;2.8;-4.06;Dropout;433;E;data latih;Terhalang biaya
MHS2409;1;18;1;9991;0;1;112.0;1;43;40;2;2;106.4;0;0;0;1;1;0;22;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout;535;E;data latih;Menghilang dari kelas
MHS2410;2;39;1;9991;0;1;100.0;1;37;37;9;9;125.3;1;0;0;1;1;0;41;0;0;5;8;4;11.25;0;0;5;8;3;11.0;1;7.6;2.6;0.32;Dropout;553;D;data latih;Berjuang secara akademik
MHS2411;1;7;1;9119;1;3;130.0;1;34;34;90;90;130.0;0;0;0;1;1;0;26;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;Dropout;509;E;data latih;Menghilang dari kelas
MHS2412;2;39;1;8014;0;1;133.1;1;34;34;90;90;116.0;0;0;0;0;0;0;51;0;0;6;13;4;11.25;0;0;6;12;0;0.0;1;10.8;1.4;1.74;Dropout;485;E;data uji;Terhalang biaya
MHS2413;2;39;2;9991;0;1;150.0;1;37;37;9;9;120.0;0;0;0;1;0;0;43;0;0;5;11;3;10.666666666666666;0;1;5;10;4;12.5;0;9.4;-0.8;-3.12;Enrolled;580;D;mahasiswa aktif;Berjuang secara akademik
MHS2414;2;39;2;8014;0;1;100.0;1;34;34;0;0;100.0;1;0;0;1;0;0;41;0;0;6;9;5;11.8;0;1;6;10;3;10.666666666666666;1;7.6;2.6;0.32;Graduate;562;D;data latih;Berjuang secara akademik
MHS2415;1;43;2;9147;1;1;130.0;1;34;37;9;9;118.5;1;0;0;1;1;0;23;0;5;10;19;8;11.625;1;4;10;16;10;11.181818181818182;3;7.6;2.6;0.32;Graduate;619;C;data uji;Tidak dipanggil
MHS2416;1;43;2;9238;1;1;129.0;1;34;30;0;5;118.9;1;0;0;1;1;0;22;0;0;6;11;0;0.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12;Dropout;546;E;data latih;Berjuang secara akademik
MHS2417;1;17;2;9070;1;1;127.0;1;37;37;9;9;119.3;1;1;0;1;1;1;25;0;0;6;8;4;10.25;0;0;6;6;4;11.25;0;12.7;3.7;-1.7;Dropout;595;D;data latih;Berjuang secara akademik
MHS2418;1;43;1;9991;0;1;140.0;1;37;37;9;9;135.8;1;0;0;1;1;0;25;0;14;15;16;15;10.8;0;13;14;14;14;11.357142857142858;0;9.4;-0.8;-3.12;Graduate;615;C;data latih;Tidak dipanggil
MHS2419;1;53;1;171;1;42;130.0;1;1;19;9;9;130.0;1;0;0;0;1;1;22;0;5;12;15;11;12.545454545454543;0;4;11;16;11;12.666666666666666;0;8.9;1.4;3.51;Graduate;610;C;data latih;Tidak dipanggil
MHS2420;1;39;1;9003;1;1;133.1;6;1;1;192;144;129.8;0;0;0;1;1;0;24;1;0;7;7;7;13.571428571428571;0;0;6;9;5;13.4;0;8.9;1.4;3.51;Enrolled;616;C;mahasiswa aktif;Tidak dipanggil
MHS2421;1;39;1;9085;1;2;140.0;1;38;38;9;10;150.0;0;0;0;1;1;0;47;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;Dropout;529;E;data latih;Menghilang dari kelas
MHS2422;2;39;1;9991;0;19;133.1;1;37;37;5;5;111.9;1;0;0;1;1;0;41;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout;520;E;data latih;Menghilang dari kelas
MHS2423;1;39;1;9003;1;1;120.0;1;37;37;9;9;150.1;1;0;0;1;1;0;43;0;0;6;9;6;14.77777777777778;0;0;6;11;5;12.2;0;13.9;-0.3;0.79;Graduate;611;C;data latih;Tidak dipanggil
MHS2424;1;39;1;9003;1;1;133.1;1;1;37;9;8;130.0;0;0;0;1;1;0;29;0;0;3;4;0;0.0;0;0;4;8;0;0.0;0;16.2;0.3;-0.92;Dropout;523;E;data latih;Berjuang secara akademik
MHS2425;1;39;2;9119;1;1;120.0;1;37;37;5;5;128.0;0;0;0;1;1;0;30;0;0;2;2;0;0.0;0;0;2;2;0;0.0;0;7.6;2.6;0.32;Dropout;508;E;data latih;Menghilang dari kelas
MHS2426;1;39;2;9147;1;38;133.1;1;19;38;9;9;102.5;0;0;0;0;1;0;26;0;0;4;4;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7;Dropout;449;E;data latih;Menghilang dari kelas
MHS2427;1;39;2;9991;0;1;133.1;1;19;38;9;9;102.5;0;0;0;0;1;0;27;0;0;5;10;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout;445;E;data latih;Terhalang biaya
MHS2428;2;39;2;9670;1;1;100.0;1;37;37;9;9;110.0;0;0;0;1;1;1;36;0;0;5;5;5;11.4;0;0;5;7;5;11.6;0;9.4;-0.8;-3.12;Graduate;588;D;data uji;Berjuang secara akademik
MHS2429;1;39;1;9003;1;19;133.1;1;1;19;4;10;114.0;0;0;0;1;1;0;29;0;3;9;13;6;11.666666666666666;0;2;7;10;6;10.857142857142858;0;15.5;2.8;-4.06;Dropout;609;C;data latih;Tidak dipanggil
MHS2430;1;42;1;9119;1;1;120.0;1;34;34;0;0;128.2;1;0;0;1;1;0;35;0;6;10;12;7;11.285714285714286;0;2;8;8;5;13.0;0;9.4;-0.8;-3.12;Dropout;602;C;data latih;Tidak dipanggil
MHS2431;1;1;1;9773;1;1;128.0;1;38;38;6;3;116.5;0;0;0;1;1;1;18;0;0;6;12;4;11.5;0;0;6;10;5;12.6;0;10.8;1.4;1.74;Graduate;655;C;data uji;Tidak dipanggil
MHS2432;1;1;1;9991;0;1;172.0;1;38;37;9;9;149.3;0;0;0;1;1;1;24;0;0;5;5;5;16.0;0;0;5;5;5;16.0;0;8.9;1.4;3.51;Graduate;655;C;data latih;Tidak dipanggil
MHS2433;1;1;3;9773;1;1;146.0;1;38;38;9;7;134.1;1;0;0;1;1;1;18;0;0;6;6;6;12.5;0;0;6;7;6;12.666666666666666;0;10.8;1.4;1.74;Dropout;715;A;data latih;Tidak dipanggil
MHS2434;1;17;4;9119;1;1;135.0;1;38;37;5;7;126.6;1;0;0;1;1;0;18;0;0;5;7;4;12.0;0;0;5;10;3;13.0;3;7.6;2.6;0.32;Enrolled;603;C;mahasiswa aktif;Tidak dipanggil
MHS2435;2;43;1;9085;1;1;160.0;1;37;37;9;7;120.0;0;0;0;1;1;0;21;0;0;5;11;0;0.0;2;0;5;11;3;11.666666666666666;1;9.4;-0.8;-3.12;Enrolled;549;E;mahasiswa aktif;Berjuang secara akademik
MHS2436;1;42;1;9119;1;1;150.0;1;38;37;5;8;133.5;1;0;0;1;1;0;21;0;0;5;10;5;13.0;0;0;5;10;5;12.6;0;9.4;-0.8;-3.12;Graduate;602;C;data latih;Tidak dipanggil
MHS2437;1;39;1;9003;1;1;130.0;1;1;3;2;6;110.0;0;0;0;1;1;0;32;0;8;18;27;13;13.714285714285714;1;7;12;18;12;12.083333333333334;0;15.5;2.8;-4.06;Graduate;644;C;data uji;Tidak dipanggil
MHS2438;1;1;4;9119;1;1;111.0;1;37;37;9;5;107.5;1;0;0;1;1;1;22;0;0;5;9;3;12.333333333333334;0;0;6;14;3;12.5;0;11.1;0.6;2.02;Dropout;628;C;data latih;Tidak dipanggil
MHS2439;1;7;1;9003;1;3;130.0;1;1;38;9;7;130.0;1;0;0;0;1;0;32;0;11;17;31;11;12.727272727272728;4;10;12;24;10;12.7;1;15.5;2.8;-4.06;Dropout;563;D;data latih;Terhalang biaya
MHS2440;1;43;1;9670;1;6;170.0;1;34;34;0;0;111.6;0;0;0;1;1;0;35;0;1;5;5;1;14.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout;562;D;data latih;Menghilang dari kelas
MHS2441;1;18;3;9147;1;1;133.1;1;1;38;4;7;101.0;1;0;0;0;1;0;23;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout;462;E;data latih;Menghilang dari kelas
MHS2442;1;39;1;8014;0;1;100.0;1;37;37;6;6;108.3;0;0;0;1;1;0;39;0;0;6;8;5;11.4;0;1;6;12;3;11.0;1;7.6;2.6;0.32;Enrolled;562;D;mahasiswa aktif;Berjuang secara akademik
MHS2443;2;43;1;9670;1;1;120.0;1;34;34;0;0;128.2;0;0;0;1;1;0;35;0;0;5;5;0;0.0;0;0;5;5;1;10.0;0;9.4;-0.8;-3.12;Dropout;535;E;data latih;Menghilang dari kelas
MHS2444;2;39;1;9003;1;3;110.0;1;3;19;4;6;150.0;0;0;0;1;1;0;32;0;0;6;8;6;18.875;0;6;12;14;12;17.692307692307693;0;16.2;0.3;-0.92;Graduate;656;C;data latih;Tidak dipanggil
MHS2445;1;1;1;9853;1;1;133.1;1;34;34;0;0;142.8;0;0;0;1;1;0;20;0;0;6;12;0;0.0;0;0;6;12;0;0.0;0;7.6;2.6;0.32;Dropout;553;D;data latih;Berjuang secara akademik
MHS2446;1;39;1;9500;1;1;120.0;1;37;37;9;9;100.0;0;0;0;1;1;0;34;0;0;7;15;6;11.333333333333334;0;0;7;16;4;12.6;0;16.2;0.3;-0.92;Enrolled;612;C;mahasiswa aktif;Tidak dipanggil
MHS2447;1;7;1;9991;0;40;150.0;1;37;37;6;6;150.0;1;0;0;1;1;0;44;0;3;7;9;7;13.5;0;0;5;6;5;16.2;0;8.9;1.4;3.51;Dropout;615;C;data latih;Tidak dipanggil
MHS2448;2;39;1;9254;1;19;133.1;1;37;19;9;10;156.5;0;0;0;1;1;0;53;0;7;11;12;2;15.0;7;4;9;10;3;10.0;4;16.2;0.3;-0.92;Graduate;571;D;data latih;Berjuang secara akademik
MHS2449;1;39;1;9119;1;19;120.0;1;37;37;9;4;98.6;0;0;1;0;1;0;28;0;0;5;10;0;0.0;0;0;5;7;0;0.0;0;12.4;0.5;1.79;Dropout;407;E;data latih;Terhalang biaya
MHS2450;1;7;1;9991;0;3;130.0;1;37;37;9;9;130.0;0;0;0;1;1;0;31;0;9;9;9;9;14.22222222222222;0;5;5;5;5;12.8;0;12.7;3.7;-1.7;Dropout;607;C;data latih;Tidak dipanggil
MHS2451;1;1;1;171;1;1;130.0;1;1;38;5;9;118.1;0;0;1;0;1;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Enrolled;459;E;mahasiswa aktif;Menghilang dari kelas
MHS2452;1;39;1;9003;1;1;100.0;1;1;3;9;10;120.0;0;0;1;0;1;0;44;0;2;7;14;4;12.0;2;0;6;16;0;0.0;1;15.5;2.8;-4.06;Dropout;453;E;data uji;Terhalang biaya
MHS2453;1;1;1;9085;1;1;142.0;1;1;1;9;9;127.7;1;0;0;1;1;0;19;0;0;5;9;5;12.6;1;0;5;8;4;12.0;0;12.7;3.7;-1.7;Graduate;631;C;data latih;Tidak dipanggil
MHS2454;1;15;1;171;1;1;130.0;26;1;1;2;9;130.0;0;0;0;1;1;0;21;1;6;12;12;12;15.083333333333334;0;4;11;15;11;13.083333333333334;0;8.9;1.4;3.51;Enrolled;677;B;mahasiswa aktif;Tidak dipanggil
MHS2455;1;18;1;9119;1;1;148.0;1;3;19;3;5;147.7;0;0;0;1;1;1;18;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout;565;D;data uji;Menghilang dari kelas
MHS2456;1;44;1;9003;1;39;170.0;1;19;19;5;5;170.0;1;0;0;1;1;0;20;0;0;6;8;6;14.5;0;0;6;10;6;15.3;0;16.2;0.3;-0.92;Graduate;683;B;data latih;Tidak dipanggil
MHS2457;1;39;1;9070;1;1;110.0;1;37;37;7;7;110.2;0;0;0;1;1;0;55;0;0;6;6;6;14.5;0;0;6;6;6;13.5;0;11.1;0.6;2.02;Graduate;661;B;data latih;Tidak dipanggil
MHS2458;1;1;1;9147;1;1;166.0;1;19;37;4;8;146.4;0;0;0;1;1;0;27;0;0;5;12;3;10.0;0;0;5;12;1;13.0;0;7.6;2.6;0.32;Enrolled;598;D;mahasiswa aktif;Berjuang secara akademik
MHS2459;1;17;2;9119;1;1;135.0;1;12;19;5;5;121.0;0;0;0;1;1;0;19;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;12.4;0.5;1.79;Dropout;536;E;data uji;Menghilang dari kelas
MHS2460;1;1;1;9147;1;1;133.0;1;19;37;9;9;129.9;0;0;0;1;1;0;18;0;0;5;5;5;11.6;0;0;5;5;5;13.2;0;12.4;0.5;1.79;Graduate;626;C;data latih;Tidak dipanggil
MHS2461;2;39;1;9773;1;1;133.1;1;37;37;7;4;132.0;0;0;0;1;1;0;43;0;0;6;10;4;11.75;0;0;6;7;0;0.0;0;15.5;2.8;-4.06;Dropout;562;D;data latih;Berjuang secara akademik
MHS2462;1;18;3;9254;1;1;121.0;1;19;19;9;6;125.9;1;0;0;1;1;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout;554;D;data latih;Menghilang dari kelas
MHS2463;1;1;1;171;1;1;159.0;1;3;3;2;2;165.7;1;0;0;1;1;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Dropout;562;D;data latih;Menghilang dari kelas
MHS2464;1;17;5;9254;1;1;130.0;1;37;38;9;9;122.7;1;0;1;1;1;1;20;0;0;6;7;0;0.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;Dropout;555;D;data latih;Menghilang dari kelas
MHS2465;2;39;1;9991;0;1;121.0;1;37;19;9;9;141.4;0;0;1;0;1;0;29;0;0;5;7;4;11.25;0;0;5;8;4;11.8;0;10.8;1.4;1.74;Dropout;450;E;data latih;Terhalang biaya
MHS2466;1;39;1;9130;1;19;133.1;1;37;37;9;10;156.4;1;0;1;1;1;0;44;0;0;6;9;5;11.571428571428571;0;0;6;11;0;0.0;0;13.9;-0.3;0.79;Dropout;525;E;data uji;Berjuang secara akademik
MHS2467;1;1;1;9119;1;1;146.0;1;37;37;9;9;148.5;1;0;0;1;1;0;18;0;0;5;7;4;10.0;0;0;5;8;1;16.0;0;10.8;1.4;1.74;Enrolled;600;C;mahasiswa aktif;Tidak dipanggil
MHS2468;1;44;1;9003;1;39;140.0;1;37;37;9;1;140.0;0;0;0;1;1;1;20;0;0;6;11;5;13.833333333333334;0;0;6;13;6;12.3;0;15.5;2.8;-4.06;Enrolled;686;B;mahasiswa aktif;Tidak dipanggil
MHS2469;1;43;1;9070;1;1;125.0;1;38;37;8;7;131.7;1;0;0;1;1;0;20;0;3;6;6;4;12.75;0;3;9;12;3;12.666666666666666;0;12.4;0.5;1.79;Dropout;618;C;data latih;Tidak dipanggil
MHS2470;2;39;2;9147;1;1;120.0;1;37;37;9;9;104.7;1;0;0;1;1;0;36;0;0;4;4;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout;524;E;data latih;Berjuang secara akademik
MHS2471;1;44;1;9130;1;39;150.0;1;5;1;2;5;150.0;1;0;0;1;1;0;19;0;1;6;13;5;11.6;0;1;6;12;2;11.0;0;13.9;-0.3;0.79;Enrolled;578;D;mahasiswa aktif;Berjuang secara akademik
MHS2472;2;39;1;9085;1;19;110.0;1;37;37;90;90;110.0;0;0;0;0;1;0;29;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout;452;E;data uji;Terhalang biaya
MHS2473;1;1;1;9670;1;1;120.0;1;1;1;9;9;129.1;1;0;0;1;1;0;18;0;0;6;6;4;11.25;0;0;6;10;3;10.333333333333334;0;10.8;1.4;1.74;Dropout;596;D;data latih;Berjuang secara akademik
MHS2474;1;39;1;9003;1;1;133.1;1;1;1;1;6;120.0;0;0;0;0;1;0;24;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout;448;E;data latih;Menghilang dari kelas
MHS2475;1;1;1;9773;1;1;133.1;1;3;19;2;5;127.0;0;0;0;1;1;0;20;0;0;6;6;6;14.333333333333334;0;0;6;7;6;15.0;0;15.5;2.8;-4.06;Graduate;697;A;data uji;Tidak dipanggil
MHS2476;2;39;1;8014;0;19;133.1;1;19;37;9;9;151.5;0;0;1;0;1;0;45;0;0;6;7;0;0.0;0;0;5;5;0;0.0;0;16.2;0.3;-0.92;Dropout;426;E;data latih;Terhalang biaya
MHS2477;1;43;2;9500;1;1;130.0;1;38;37;4;4;126.8;1;0;0;1;1;1;28;0;18;23;23;20;13.5;3;18;23;23;20;13.5;3;7.6;2.6;0.32;Graduate;702;A;data latih;Tidak dipanggil
