id_mahasiswa;program_studi;usia_mendaftar;uang_kuliah;mk_lulus_th1;skor_kartu;peringkat;profil
MHS0696;Pendidikan Dasar;21;Uang kuliah lancar;13;641;C;Tidak dipanggil
MHS0240;Pariwisata;18;Uang kuliah lancar;11;641;C;Tidak dipanggil
MHS0418;Animasi dan Desain Multimedia;23;Uang kuliah lancar;24;641;C;Tidak dipanggil
MHS0123;Keperawatan;19;Uang kuliah lancar;11;641;C;Tidak dipanggil
MHS0724;Kerja Sosial kelas malam;20;Uang kuliah lancar;11;642;C;Tidak dipanggil
MHS0085;Perawat Hewan;20;Uang kuliah lancar;8;642;C;Tidak dipanggil
MHS0678;Perawat Hewan;28;Uang kuliah lancar;10;642;C;Tidak dipanggil
MHS0370;Perawat Hewan;18;Uang kuliah lancar;10;642;C;Tidak dipanggil
MHS0536;Higiene Gigi;28;Uang kuliah lancar;15;643;C;Tidak dipanggil
MHS0609;Kerja Sosial;21;Uang kuliah lancar;7;644;C;Tidak dipanggil
MHS0310;Animasi dan Desain Multimedia;19;Uang kuliah lancar;20;645;C;Tidak dipanggil
MHS0579;Jurnalistik dan Komunikasi;20;Uang kuliah lancar;9;645;C;Tidak dipanggil
MHS0733;Desain Komunikasi Visual;20;Uang kuliah lancar;9;645;C;Tidak dipanggil
MHS0388;Pariwisata;18;Uang kuliah lancar;7;645;C;Tidak dipanggil
MHS0281;Manajemen Iklan dan Pemasaran;21;Uang kuliah lancar;10;645;C;Tidak dipanggil
MHS0741;Higiene Gigi;22;Uang kuliah lancar;14;645;C;Tidak dipanggil
MHS0594;Pariwisata;20;Uang kuliah lancar;11;645;C;Tidak dipanggil
MHS0196;Keperawatan;19;Uang kuliah lancar;10;646;C;Tidak dipanggil
MHS0022;Perawat Hewan;19;Uang kuliah lancar;10;646;C;Tidak dipanggil
MHS0376;Desain Komunikasi Visual;18;Uang kuliah lancar;11;646;C;Tidak dipanggil
MHS0503;Keperawatan;19;Uang kuliah lancar;10;646;C;Tidak dipanggil
MHS0566;Keperawatan;20;Uang kuliah lancar;11;646;C;Tidak dipanggil
MHS0216;Manajemen Iklan dan Pemasaran;18;Uang kuliah lancar;9;646;C;Tidak dipanggil
MHS0284;Jurnalistik dan Komunikasi;18;Uang kuliah lancar;11;647;C;Tidak dipanggil
MHS0125;Pariwisata;21;Uang kuliah lancar;10;647;C;Tidak dipanggil
MHS0417;Agronomi;19;Uang kuliah lancar;8;647;C;Tidak dipanggil
MHS0474;Manajemen Iklan dan Pemasaran;20;Uang kuliah lancar;10;647;C;Tidak dipanggil
MHS0352;Perawat Hewan;20;Uang kuliah lancar;9;647;C;Tidak dipanggil
MHS0253;Manajemen Iklan dan Pemasaran;25;Uang kuliah lancar;11;648;C;Tidak dipanggil
MHS0615;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;10;648;C;Tidak dipanggil
MHS0040;Higiene Gigi;25;Uang kuliah lancar;14;648;C;Tidak dipanggil
MHS0236;Manajemen;19;Uang kuliah lancar;8;648;C;Tidak dipanggil
MHS0229;Perawat Hewan;20;Uang kuliah lancar;11;648;C;Tidak dipanggil
MHS0110;Keperawatan;18;Uang kuliah lancar;10;649;C;Tidak dipanggil
MHS0698;Keperawatan;21;Uang kuliah lancar;9;649;C;Tidak dipanggil
MHS0167;Jurnalistik dan Komunikasi;18;Uang kuliah lancar;10;649;C;Tidak dipanggil
MHS0148;Desain Komunikasi Visual;20;Uang kuliah lancar;12;650;C;Tidak dipanggil
MHS0328;Manajemen;18;Uang kuliah lancar;9;650;C;Tidak dipanggil
MHS0556;Pendidikan Dasar;20;Uang kuliah lancar;10;650;C;Tidak dipanggil
MHS0786;Kerja Sosial;19;Uang kuliah lancar;8;650;C;Tidak dipanggil
MHS0166;Manajemen kelas malam;31;Uang kuliah lancar;13;650;C;Tidak dipanggil
MHS0146;Desain Komunikasi Visual;20;Uang kuliah lancar;12;650;C;Tidak dipanggil
MHS0632;Manajemen;18;Uang kuliah lancar;8;650;C;Tidak dipanggil
MHS0612;Manajemen Iklan dan Pemasaran;20;Uang kuliah lancar;11;650;C;Tidak dipanggil
MHS0691;Desain Komunikasi Visual;34;Uang kuliah lancar;14;651;C;Tidak dipanggil
MHS0269;Perawat Hewan;20;Uang kuliah lancar;10;651;C;Tidak dipanggil
MHS0660;Jurnalistik dan Komunikasi;18;Uang kuliah lancar;11;651;C;Tidak dipanggil
MHS0077;Pariwisata;20;Uang kuliah lancar;10;651;C;Tidak dipanggil
MHS0132;Jurnalistik dan Komunikasi;32;Uang kuliah lancar;13;651;C;Tidak dipanggil
MHS0642;Keperawatan;21;Uang kuliah lancar;11;652;C;Tidak dipanggil
MHS0182;Pendidikan Dasar;18;Uang kuliah lancar;11;652;C;Tidak dipanggil
MHS0793;Desain Komunikasi Visual;19;Uang kuliah lancar;9;652;C;Tidak dipanggil
MHS0118;Manajemen;19;Uang kuliah lancar;5;653;C;Tidak dipanggil
MHS0061;Keperawatan;19;Uang kuliah lancar;10;653;C;Tidak dipanggil
MHS0054;Pendidikan Dasar;18;Uang kuliah lancar;11;654;C;Tidak dipanggil
MHS0765;Desain Komunikasi Visual;18;Uang kuliah lancar;12;654;C;Tidak dipanggil
MHS0564;Keperawatan;18;Uang kuliah lancar;12;654;C;Tidak dipanggil
MHS0057;Kerja Sosial;36;Uang kuliah lancar;22;655;C;Tidak dipanggil
MHS0158;Higiene Gigi;21;Uang kuliah lancar;11;655;C;Tidak dipanggil
MHS0080;Pariwisata;20;Uang kuliah lancar;10;655;C;Tidak dipanggil
MHS0470;Desain Komunikasi Visual;29;Uang kuliah lancar;19;655;C;Tidak dipanggil
MHS0256;Keperawatan;27;Uang kuliah lancar;14;656;C;Tidak dipanggil
MHS0543;Keperawatan;24;Uang kuliah lancar;14;656;C;Tidak dipanggil
MHS0035;Manajemen Iklan dan Pemasaran;18;Uang kuliah lancar;7;657;B;Tidak dipanggil
MHS0791;Pendidikan Dasar;18;Uang kuliah lancar;11;657;B;Tidak dipanggil
MHS0721;Desain Komunikasi Visual;19;Uang kuliah lancar;11;657;B;Tidak dipanggil
MHS0201;Keperawatan;45;Uang kuliah lancar;21;658;B;Tidak dipanggil
MHS0513;Manajemen;19;Uang kuliah lancar;8;658;B;Tidak dipanggil
MHS0788;Keperawatan;32;Uang kuliah lancar;14;658;B;Tidak dipanggil
MHS0028;Pendidikan Dasar;18;Uang kuliah lancar;10;658;B;Tidak dipanggil
MHS0781;Manajemen Iklan dan Pemasaran;18;Uang kuliah lancar;7;659;B;Tidak dipanggil
MHS0587;Keperawatan;26;Uang kuliah lancar;12;660;B;Tidak dipanggil
MHS0224;Keperawatan;27;Uang kuliah lancar;12;660;B;Tidak dipanggil
MHS0083;Pendidikan Dasar;20;Uang kuliah lancar;13;660;B;Tidak dipanggil
MHS0365;Keperawatan;18;Uang kuliah lancar;7;661;B;Tidak dipanggil
MHS0194;Pendidikan Dasar;18;Uang kuliah lancar;12;661;B;Tidak dipanggil
MHS0202;Pendidikan Dasar;18;Uang kuliah lancar;13;661;B;Tidak dipanggil
MHS0731;Higiene Gigi;20;Uang kuliah lancar;15;661;B;Tidak dipanggil
MHS0291;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;11;662;B;Tidak dipanggil
MHS0041;Keperawatan;19;Uang kuliah lancar;13;662;B;Tidak dipanggil
MHS0573;Kerja Sosial;19;Uang kuliah lancar;11;662;B;Tidak dipanggil
MHS0725;Kerja Sosial;31;Uang kuliah lancar;12;663;B;Tidak dipanggil
MHS0320;Keperawatan;21;Uang kuliah lancar;10;663;B;Tidak dipanggil
MHS0211;Jurnalistik dan Komunikasi;18;Uang kuliah lancar;11;663;B;Tidak dipanggil
MHS0475;Desain Komunikasi Visual;26;Uang kuliah lancar;14;663;B;Tidak dipanggil
MHS0497;Keperawatan;20;Uang kuliah lancar;13;663;B;Tidak dipanggil
MHS0638;Agronomi;24;Uang kuliah lancar;17;664;B;Tidak dipanggil
MHS0686;Keperawatan;18;Uang kuliah lancar;10;664;B;Tidak dipanggil
MHS0286;Kerja Sosial kelas malam;54;Uang kuliah lancar;24;664;B;Tidak dipanggil
MHS0773;Higiene Gigi;24;Uang kuliah lancar;13;665;B;Tidak dipanggil
MHS0569;Keperawatan;18;Uang kuliah lancar;12;666;B;Tidak dipanggil
MHS0042;Animasi dan Desain Multimedia;24;Uang kuliah lancar;20;666;B;Tidak dipanggil
MHS0591;Keperawatan;23;Uang kuliah lancar;12;667;B;Tidak dipanggil
MHS0621;Higiene Gigi;19;Uang kuliah lancar;13;667;B;Tidak dipanggil
MHS0422;Manajemen Iklan dan Pemasaran;20;Uang kuliah lancar;11;668;B;Tidak dipanggil
MHS0140;Pendidikan Dasar;20;Uang kuliah lancar;12;669;B;Tidak dipanggil
MHS0410;Keperawatan;27;Uang kuliah lancar;14;671;B;Tidak dipanggil
MHS0738;Perawat Hewan;21;Uang kuliah lancar;16;672;B;Tidak dipanggil
MHS0025;Keperawatan;20;Uang kuliah lancar;13;672;B;Tidak dipanggil
MHS0130;Pariwisata;23;Uang kuliah lancar;12;673;B;Tidak dipanggil
MHS0045;Desain Komunikasi Visual;18;Uang kuliah lancar;12;674;B;Tidak dipanggil
MHS0002;Pendidikan Dasar;18;Uang kuliah lancar;12;675;B;Tidak dipanggil
MHS0782;Keperawatan;18;Uang kuliah lancar;11;675;B;Tidak dipanggil
MHS0508;Kerja Sosial;20;Uang kuliah lancar;11;675;B;Tidak dipanggil
MHS0087;Pendidikan Dasar;18;Uang kuliah lancar;12;675;B;Tidak dipanggil
MHS0637;Keperawatan;20;Uang kuliah lancar;12;676;B;Tidak dipanggil
MHS0351;Keperawatan;19;Uang kuliah lancar;11;676;B;Tidak dipanggil
MHS0437;Animasi dan Desain Multimedia;21;Uang kuliah lancar;23;677;B;Tidak dipanggil
MHS0726;Manajemen Iklan dan Pemasaran;18;Uang kuliah lancar;11;678;B;Tidak dipanggil
MHS0512;Keperawatan;19;Uang kuliah lancar;10;678;B;Tidak dipanggil
MHS0213;Desain Komunikasi Visual;20;Uang kuliah lancar;11;679;B;Tidak dipanggil
MHS0214;Teknik Informatika;18;Uang kuliah lancar;10;679;B;Tidak dipanggil
MHS0515;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;11;679;B;Tidak dipanggil
MHS0232;Peternakan Kuda;20;Uang kuliah lancar;12;679;B;Tidak dipanggil
MHS0504;Keperawatan;19;Uang kuliah lancar;12;680;B;Tidak dipanggil
MHS0050;Keperawatan;20;Uang kuliah lancar;12;680;B;Tidak dipanggil
MHS0476;Keperawatan;20;Uang kuliah lancar;13;681;B;Tidak dipanggil
MHS0047;Desain Komunikasi Visual;18;Uang kuliah lancar;12;681;B;Tidak dipanggil
MHS0067;Keperawatan;20;Uang kuliah lancar;14;682;B;Tidak dipanggil
MHS0280;Keperawatan;22;Uang kuliah lancar;12;683;B;Tidak dipanggil
MHS0360;Keperawatan;19;Uang kuliah lancar;11;683;B;Tidak dipanggil
MHS0371;Keperawatan;18;Uang kuliah lancar;14;684;B;Tidak dipanggil
MHS0106;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;12;684;B;Tidak dipanggil
MHS0720;Keperawatan;18;Uang kuliah lancar;14;684;B;Tidak dipanggil
MHS0271;Kerja Sosial kelas malam;45;Uang kuliah lancar;19;684;B;Tidak dipanggil
MHS0618;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;12;684;B;Tidak dipanggil
MHS0218;Pendidikan Dasar;20;Uang kuliah lancar;12;686;B;Tidak dipanggil
MHS0785;Keperawatan;18;Uang kuliah lancar;12;686;B;Tidak dipanggil
MHS0545;Jurnalistik dan Komunikasi;18;Uang kuliah lancar;12;686;B;Tidak dipanggil
MHS0440;Agronomi;20;Uang kuliah lancar;11;686;B;Tidak dipanggil
MHS0645;Desain Komunikasi Visual;19;Uang kuliah lancar;12;686;B;Tidak dipanggil
MHS0694;Pariwisata;20;Uang kuliah lancar;11;686;B;Tidak dipanggil
MHS0759;Jurnalistik dan Komunikasi;18;Uang kuliah lancar;12;687;B;Tidak dipanggil
MHS0736;Keperawatan;24;Uang kuliah lancar;14;687;B;Tidak dipanggil
MHS0546;Keperawatan;18;Uang kuliah lancar;13;687;B;Tidak dipanggil
MHS0477;Pendidikan Dasar;20;Uang kuliah lancar;12;688;B;Tidak dipanggil
MHS0558;Jurnalistik dan Komunikasi;18;Uang kuliah lancar;12;689;B;Tidak dipanggil
MHS0471;Keperawatan;19;Uang kuliah lancar;14;689;B;Tidak dipanggil
MHS0379;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;10;690;B;Tidak dipanggil
MHS0036;Manajemen kelas malam;26;Uang kuliah lancar;12;690;B;Tidak dipanggil
MHS0006;Keperawatan;19;Uang kuliah lancar;12;692;B;Tidak dipanggil
MHS0150;Perawat Hewan;20;Uang kuliah lancar;12;692;B;Tidak dipanggil
MHS0592;Keperawatan;18;Uang kuliah lancar;11;692;B;Tidak dipanggil
MHS0590;Keperawatan;18;Uang kuliah lancar;14;692;B;Tidak dipanggil
MHS0650;Keperawatan;18;Uang kuliah lancar;14;692;B;Tidak dipanggil
MHS0697;Manajemen Iklan dan Pemasaran;18;Uang kuliah lancar;12;693;B;Tidak dipanggil
MHS0729;Keperawatan;25;Uang kuliah lancar;14;693;B;Tidak dipanggil
MHS0517;Desain Komunikasi Visual;18;Uang kuliah lancar;12;693;B;Tidak dipanggil
MHS0200;Keperawatan;19;Uang kuliah lancar;12;694;B;Tidak dipanggil
MHS0617;Keperawatan;20;Uang kuliah lancar;12;695;A;Tidak dipanggil
MHS0687;Keperawatan;18;Uang kuliah lancar;14;696;A;Tidak dipanggil
MHS0304;Keperawatan;18;Uang kuliah lancar;13;696;A;Tidak dipanggil
MHS0138;Keperawatan;19;Uang kuliah lancar;13;697;A;Tidak dipanggil
MHS0408;Desain Komunikasi Visual;22;Uang kuliah lancar;12;697;A;Tidak dipanggil
MHS0382;Teknik Informatika;20;Uang kuliah lancar;12;697;A;Tidak dipanggil
MHS0764;Keperawatan;20;Uang kuliah lancar;12;697;A;Tidak dipanggil
MHS0245;Keperawatan;18;Uang kuliah lancar;12;698;A;Tidak dipanggil
MHS0511;Manajemen Iklan dan Pemasaran;18;Uang kuliah lancar;12;698;A;Tidak dipanggil
MHS0549;Jurnalistik dan Komunikasi;19;Uang kuliah lancar;12;699;A;Tidak dipanggil
MHS0563;Keperawatan;21;Uang kuliah lancar;14;700;A;Tidak dipanggil
MHS0100;Keperawatan;18;Uang kuliah lancar;12;701;A;Tidak dipanggil
MHS0141;Keperawatan;18;Uang kuliah lancar;12;701;A;Tidak dipanggil
MHS0495;Keperawatan;20;Uang kuliah lancar;14;702;A;Tidak dipanggil
MHS0186;Keperawatan;20;Uang kuliah lancar;11;702;A;Tidak dipanggil
MHS0287;Keperawatan;19;Uang kuliah lancar;14;704;A;Tidak dipanggil
MHS0226;Keperawatan;19;Uang kuliah lancar;12;705;A;Tidak dipanggil
MHS0449;Peternakan Kuda;18;Uang kuliah lancar;12;705;A;Tidak dipanggil
MHS0117;Keperawatan;18;Uang kuliah lancar;16;706;A;Tidak dipanggil
MHS0683;Keperawatan;19;Uang kuliah lancar;11;707;A;Tidak dipanggil
MHS0029;Keperawatan;20;Uang kuliah lancar;12;708;A;Tidak dipanggil
MHS0174;Keperawatan;20;Uang kuliah lancar;11;712;A;Tidak dipanggil
MHS0394;Keperawatan;19;Uang kuliah lancar;12;713;A;Tidak dipanggil
MHS0010;Keperawatan;19;Uang kuliah lancar;12;713;A;Tidak dipanggil
MHS0397;Manajemen Iklan dan Pemasaran;19;Uang kuliah lancar;12;713;A;Tidak dipanggil
MHS0718;Animasi dan Desain Multimedia;19;Uang kuliah lancar;22;715;A;Tidak dipanggil
MHS0453;Desain Komunikasi Visual;20;Uang kuliah lancar;12;716;A;Tidak dipanggil
MHS0629;Keperawatan;19;Uang kuliah lancar;14;718;A;Tidak dipanggil
MHS0205;Keperawatan;18;Uang kuliah lancar;13;723;A;Tidak dipanggil
MHS0241;Keperawatan;18;Uang kuliah lancar;12;727;A;Tidak dipanggil
MHS0745;Keperawatan;18;Uang kuliah lancar;14;728;A;Tidak dipanggil
MHS0046;Keperawatan;18;Uang kuliah lancar;15;730;A;Tidak dipanggil
MHS0177;Desain Komunikasi Visual;18;Uang kuliah lancar;12;732;A;Tidak dipanggil
MHS0606;Keperawatan;19;Uang kuliah lancar;14;733;A;Tidak dipanggil
